POSTCODE_2017,RA_NAME_2016
5223,Remote Australia
5231,Inner Regional Australia
5232,Inner Regional Australia
5233,Inner Regional Australia
5234,Inner Regional Australia
5235,Inner Regional Australia
5236,Inner Regional Australia
5237,Inner Regional Australia
5238,Inner Regional Australia
5238,Outer Regional Australia
5240,Inner Regional Australia
5241,Inner Regional Australia
5242,Inner Regional Australia
5243,Inner Regional Australia
5244,Inner Regional Australia
5245,Major Cities of Australia
5245,Inner Regional Australia
5250,Inner Regional Australia
5251,Inner Regional Australia
5252,Inner Regional Australia
5253,Inner Regional Australia
5254,Inner Regional Australia
5255,Inner Regional Australia
5256,Inner Regional Australia
5259,Inner Regional Australia
5259,Outer Regional Australia
5260,Inner Regional Australia
5261,Outer Regional Australia
5262,Outer Regional Australia
5263,Outer Regional Australia
5264,Outer Regional Australia
5264,Remote Australia
5265,Outer Regional Australia
5266,Outer Regional Australia
5267,Outer Regional Australia
5267,Remote Australia
5268,Outer Regional Australia
5268,Remote Australia
5269,Outer Regional Australia
5270,Outer Regional Australia
5271,Outer Regional Australia
5271,Remote Australia
5272,Outer Regional Australia
5273,Outer Regional Australia
5273,Remote Australia
5275,Outer Regional Australia
5275,Remote Australia
5276,Outer Regional Australia
5277,Outer Regional Australia
5278,Outer Regional Australia
5279,Outer Regional Australia
5280,Outer Regional Australia
5290,Inner Regional Australia
5290,Outer Regional Australia
5291,Inner Regional Australia
5291,Outer Regional Australia
5301,Outer Regional Australia
5302,Remote Australia
5303,Remote Australia
5304,Outer Regional Australia
5304,Remote Australia
5306,Outer Regional Australia
5307,Outer Regional Australia
5308,Outer Regional Australia
5309,Outer Regional Australia
5310,Outer Regional Australia
5311,Outer Regional Australia
5320,Outer Regional Australia
5321,Outer Regional Australia
5322,Outer Regional Australia
5330,Outer Regional Australia
5331,Outer Regional Australia
5332,Outer Regional Australia
5333,Outer Regional Australia
5340,Outer Regional Australia
5341,Outer Regional Australia
5342,Outer Regional Australia
5343,Outer Regional Australia
5344,Outer Regional Australia
5345,Outer Regional Australia
5346,Outer Regional Australia
5350,Inner Regional Australia
5351,Inner Regional Australia
5352,Inner Regional Australia
5353,Inner Regional Australia
5353,Outer Regional Australia
5354,Outer Regional Australia
5355,Inner Regional Australia
5356,Inner Regional Australia
5356,Outer Regional Australia
5357,Outer Regional Australia
5360,Inner Regional Australia
5371,Inner Regional Australia
5372,Inner Regional Australia
5373,Inner Regional Australia
5374,Inner Regional Australia
5374,Outer Regional Australia
5381,Outer Regional Australia
5400,Inner Regional Australia
5401,Inner Regional Australia
5410,Inner Regional Australia
5411,Inner Regional Australia
5412,Inner Regional Australia
5413,Inner Regional Australia
5413,Outer Regional Australia
5414,Inner Regional Australia
5415,Outer Regional Australia
5416,Outer Regional Australia
5417,Outer Regional Australia
5417,Remote Australia
5418,Outer Regional Australia
5419,Outer Regional Australia
5420,Outer Regional Australia
5421,Outer Regional Australia
5422,Outer Regional Australia
5422,Remote Australia
5431,Outer Regional Australia
5432,Outer Regional Australia
5432,Remote Australia
5433,Outer Regional Australia
5433,Remote Australia
5434,Outer Regional Australia
5434,Remote Australia
5440,Outer Regional Australia
5440,Remote Australia
5440,Very Remote Australia
5451,Inner Regional Australia
5452,Inner Regional Australia
5453,Inner Regional Australia
5453,Outer Regional Australia
5454,Outer Regional Australia
5455,Outer Regional Australia
5460,Inner Regional Australia
5461,Inner Regional Australia
5461,Outer Regional Australia
5462,Outer Regional Australia
5464,Outer Regional Australia
5470,Outer Regional Australia
5471,Outer Regional Australia
5472,Outer Regional Australia
5473,Outer Regional Australia
5480,Outer Regional Australia
5481,Outer Regional Australia
5482,Outer Regional Australia
5483,Outer Regional Australia
5485,Outer Regional Australia
5490,Outer Regional Australia
5491,Outer Regional Australia
5493,Outer Regional Australia
5495,Outer Regional Australia
5501,Inner Regional Australia
5502,Inner Regional Australia
5510,Outer Regional Australia
5520,Outer Regional Australia
5521,Outer Regional Australia
5522,Outer Regional Australia
5523,Outer Regional Australia
5540,Outer Regional Australia
5550,Inner Regional Australia
5550,Outer Regional Australia
5552,Outer Regional Australia
5554,Outer Regional Australia
5555,Outer Regional Australia
5556,Outer Regional Australia
5558,Outer Regional Australia
5560,Outer Regional Australia
5570,Outer Regional Australia
5571,Outer Regional Australia
5572,Outer Regional Australia
5573,Outer Regional Australia
5575,Outer Regional Australia
5575,Remote Australia
5576,Remote Australia
5577,Remote Australia
5580,Outer Regional Australia
5581,Outer Regional Australia
5582,Remote Australia
5583,Remote Australia
5600,Outer Regional Australia
5601,Outer Regional Australia
5602,Outer Regional Australia
5602,Remote Australia
5603,Remote Australia
5604,Remote Australia
5605,Remote Australia
5606,Remote Australia
5607,Remote Australia
5607,Very Remote Australia
5608,Outer Regional Australia
5609,Outer Regional Australia
5611,Remote Australia
5630,Remote Australia
5631,Remote Australia
5632,Remote Australia
5633,Remote Australia
5640,Remote Australia
5641,Remote Australia
5642,Remote Australia
5650,Remote Australia
5650,Very Remote Australia
5651,Very Remote Australia
5652,Very Remote Australia
5653,Very Remote Australia
5654,Very Remote Australia
5655,Very Remote Australia
5660,Very Remote Australia
5661,Very Remote Australia
5670,Very Remote Australia
5671,Very Remote Australia
5680,Remote Australia
5680,Very Remote Australia
5690,Very Remote Australia
5700,Outer Regional Australia
5701,Outer Regional Australia
5710,Outer Regional Australia
5713,Remote Australia
5713,Very Remote Australia
5715,Remote Australia
5717,Remote Australia
5717,Very Remote Australia
5719,Very Remote Australia
5720,Very Remote Australia
5722,Very Remote Australia
5723,Very Remote Australia
5724,Very Remote Australia
5725,Remote Australia
5730,Remote Australia
5730,Very Remote Australia
5731,Very Remote Australia
5732,Very Remote Australia
5733,Very Remote Australia
5734,Very Remote Australia
5950,Major Cities of Australia
5960,Major Cities of Australia
6000,Major Cities of Australia
6003,Major Cities of Australia
6004,Major Cities of Australia
6005,Major Cities of Australia
6006,Major Cities of Australia
6007,Major Cities of Australia
6008,Major Cities of Australia
6009,Major Cities of Australia
6010,Major Cities of Australia
6011,Major Cities of Australia
6012,Major Cities of Australia
6014,Major Cities of Australia
6015,Major Cities of Australia
6016,Major Cities of Australia
6017,Major Cities of Australia
6018,Major Cities of Australia
6019,Major Cities of Australia
6020,Major Cities of Australia
6021,Major Cities of Australia
6022,Major Cities of Australia
6023,Major Cities of Australia
6024,Major Cities of Australia
6025,Major Cities of Australia
6026,Major Cities of Australia
6027,Major Cities of Australia
6028,Major Cities of Australia
6029,Major Cities of Australia
6030,Major Cities of Australia
6031,Major Cities of Australia
6032,Major Cities of Australia
6033,Major Cities of Australia
6034,Major Cities of Australia
6035,Major Cities of Australia
6035,Inner Regional Australia
6036,Major Cities of Australia
6037,Inner Regional Australia
6038,Major Cities of Australia
6041,Inner Regional Australia
6042,Inner Regional Australia
6043,Outer Regional Australia
6044,Outer Regional Australia
6050,Major Cities of Australia
6051,Major Cities of Australia
6052,Major Cities of Australia
6053,Major Cities of Australia
6054,Major Cities of Australia
6055,Major Cities of Australia
6056,Major Cities of Australia
6057,Major Cities of Australia
6058,Major Cities of Australia
6059,Major Cities of Australia
6060,Major Cities of Australia
6061,Major Cities of Australia
6062,Major Cities of Australia
6063,Major Cities of Australia
6064,Major Cities of Australia
6065,Major Cities of Australia
6066,Major Cities of Australia
6067,Major Cities of Australia
6068,Major Cities of Australia
6069,Major Cities of Australia
6069,Inner Regional Australia
6070,Major Cities of Australia
6071,Major Cities of Australia
6072,Major Cities of Australia
6073,Major Cities of Australia
6074,Major Cities of Australia
6074,Inner Regional Australia
6076,Major Cities of Australia
6076,Inner Regional Australia
6077,Major Cities of Australia
6078,Major Cities of Australia
6078,Inner Regional Australia
6079,Major Cities of Australia
6081,Major Cities of Australia
6082,Major Cities of Australia
6082,Inner Regional Australia
6083,Major Cities of Australia
6083,Inner Regional Australia
6084,Major Cities of Australia
6084,Inner Regional Australia
6090,Major Cities of Australia
6100,Major Cities of Australia
6101,Major Cities of Australia
6102,Major Cities of Australia
6103,Major Cities of Australia
6104,Major Cities of Australia
6105,Major Cities of Australia
6106,Major Cities of Australia
6107,Major Cities of Australia
6108,Major Cities of Australia
6109,Major Cities of Australia
6110,Major Cities of Australia
6111,Major Cities of Australia
6111,Inner Regional Australia
6112,Major Cities of Australia
6121,Major Cities of Australia
6122,Major Cities of Australia
6122,Inner Regional Australia
6123,Major Cities of Australia
6123,Inner Regional Australia
6124,Inner Regional Australia
6125,Major Cities of Australia
6125,Inner Regional Australia
6126,Inner Regional Australia
6147,Major Cities of Australia
6148,Major Cities of Australia
6149,Major Cities of Australia
6150,Major Cities of Australia
6151,Major Cities of Australia
6152,Major Cities of Australia
6153,Major Cities of Australia
6154,Major Cities of Australia
6155,Major Cities of Australia
6156,Major Cities of Australia
6157,Major Cities of Australia
6158,Major Cities of Australia
6159,Major Cities of Australia
6160,Major Cities of Australia
6161,Remote Australia
6162,Major Cities of Australia
6163,Major Cities of Australia
6164,Major Cities of Australia
6165,Major Cities of Australia
6166,Major Cities of Australia
6167,Major Cities of Australia
6168,Major Cities of Australia
6168,Inner Regional Australia
6169,Major Cities of Australia
6170,Major Cities of Australia
6171,Major Cities of Australia
6171,Inner Regional Australia
6172,Major Cities of Australia
6173,Major Cities of Australia
6174,Major Cities of Australia
6175,Major Cities of Australia
6176,Major Cities of Australia
6180,Major Cities of Australia
6181,Major Cities of Australia
6181,Inner Regional Australia
6182,Major Cities of Australia
6207,Inner Regional Australia
6208,Major Cities of Australia
6208,Inner Regional Australia
6209,Major Cities of Australia
6209,Inner Regional Australia
6210,Major Cities of Australia
6211,Major Cities of Australia
6211,Inner Regional Australia
6213,Inner Regional Australia
6214,Inner Regional Australia
6215,Inner Regional Australia
6218,Inner Regional Australia
6220,Inner Regional Australia
6221,Inner Regional Australia
6223,Inner Regional Australia
6224,Inner Regional Australia
6225,Inner Regional Australia
6225,Outer Regional Australia
6226,Inner Regional Australia
6227,Inner Regional Australia
6228,Inner Regional Australia
6229,Inner Regional Australia
6230,Inner Regional Australia
6232,Inner Regional Australia
6233,Inner Regional Australia
6236,Inner Regional Australia
6237,Inner Regional Australia
6239,Inner Regional Australia
6240,Inner Regional Australia
6243,Inner Regional Australia
6243,Outer Regional Australia
6244,Outer Regional Australia
6251,Inner Regional Australia
6252,Inner Regional Australia
6253,Inner Regional Australia
6254,Outer Regional Australia
6255,Inner Regional Australia
6255,Outer Regional Australia
6256,Outer Regional Australia
6258,Outer Regional Australia
6260,Outer Regional Australia
6262,Outer Regional Australia
6271,Inner Regional Australia
6275,Inner Regional Australia
6275,Outer Regional Australia
6280,Inner Regional Australia
6281,Inner Regional Australia
6282,Inner Regional Australia
6284,Inner Regional Australia
6285,Inner Regional Australia
6286,Inner Regional Australia
6288,Inner Regional Australia
6288,Outer Regional Australia
6290,Inner Regional Australia
6290,Outer Regional Australia
6302,Inner Regional Australia
6302,Outer Regional Australia
6304,Outer Regional Australia
6306,Outer Regional Australia
6306,Remote Australia
6308,Outer Regional Australia
6309,Outer Regional Australia
6311,Outer Regional Australia
6312,Outer Regional Australia
6312,Remote Australia
6313,Outer Regional Australia
6315,Outer Regional Australia
6315,Remote Australia
6316,Outer Regional Australia
6317,Outer Regional Australia
6317,Remote Australia
6318,Outer Regional Australia
6320,Outer Regional Australia
6321,Outer Regional Australia
6322,Outer Regional Australia
6323,Outer Regional Australia
6324,Outer Regional Australia
6326,Outer Regional Australia
6327,Outer Regional Australia
6328,Outer Regional Australia
6328,Remote Australia
6330,Outer Regional Australia
6333,Outer Regional Australia
6335,Remote Australia
6336,Remote Australia
6337,Remote Australia
6338,Remote Australia
6341,Remote Australia
6343,Remote Australia
6346,Very Remote Australia
6348,Very Remote Australia
6350,Remote Australia
6351,Remote Australia
6352,Remote Australia
6353,Remote Australia
6355,Remote Australia
6355,Very Remote Australia
6356,Very Remote Australia
6357,Remote Australia
6358,Remote Australia
6359,Remote Australia
6359,Very Remote Australia
6361,Remote Australia
6363,Remote Australia
6365,Remote Australia
6367,Remote Australia
6368,Remote Australia
6369,Remote Australia
6370,Outer Regional Australia
6370,Remote Australia
6372,Outer Regional Australia
6372,Remote Australia
6373,Remote Australia
6375,Remote Australia
6383,Outer Regional Australia
6384,Outer Regional Australia
6385,Remote Australia
6386,Remote Australia
6390,Inner Regional Australia
6390,Outer Regional Australia
6391,Inner Regional Australia
6391,Outer Regional Australia
6392,Outer Regional Australia
6393,Outer Regional Australia
6394,Outer Regional Australia
6395,Outer Regional Australia
6396,Outer Regional Australia
6397,Outer Regional Australia
6398,Outer Regional Australia
6401,Inner Regional Australia
6401,Outer Regional Australia
6403,Inner Regional Australia
6405,Outer Regional Australia
6407,Outer Regional Australia
6409,Outer Regional Australia
6410,Outer Regional Australia
6411,Outer Regional Australia
6412,Outer Regional Australia
6413,Outer Regional Australia
6414,Outer Regional Australia
6415,Outer Regional Australia
6415,Remote Australia
6418,Remote Australia
6419,Remote Australia
6420,Remote Australia
6421,Remote Australia
6422,Remote Australia
6423,Remote Australia
6424,Remote Australia
6425,Remote Australia
6426,Remote Australia
6427,Remote Australia
6428,Remote Australia
6429,Very Remote Australia
6430,Outer Regional Australia
6430,Very Remote Australia
6431,Very Remote Australia
6432,Outer Regional Australia
6434,Outer Regional Australia
6434,Very Remote Australia
6436,Very Remote Australia
6437,Very Remote Australia
6438,Very Remote Australia
6440,Very Remote Australia
6442,Outer Regional Australia
6443,Very Remote Australia
6445,Very Remote Australia
6446,Remote Australia
6447,Remote Australia
6447,Very Remote Australia
6448,Remote Australia
6450,Remote Australia
6450,Very Remote Australia
6452,Very Remote Australia
6460,Outer Regional Australia
6461,Outer Regional Australia
6462,Outer Regional Australia
6463,Outer Regional Australia
6465,Outer Regional Australia
6466,Remote Australia
6467,Remote Australia
6468,Remote Australia
6470,Remote Australia
6472,Remote Australia
6473,Remote Australia
6475,Remote Australia
6476,Remote Australia
6477,Remote Australia
6479,Remote Australia
6480,Remote Australia
6484,Remote Australia
6485,Outer Regional Australia
6487,Remote Australia
6488,Remote Australia
6489,Remote Australia
6490,Remote Australia
6501,Inner Regional Australia
6502,Inner Regional Australia
6502,Outer Regional Australia
6503,Inner Regional Australia
6503,Outer Regional Australia
6504,Outer Regional Australia
6505,Outer Regional Australia
6506,Outer Regional Australia
6507,Outer Regional Australia
6509,Outer Regional Australia
6510,Outer Regional Australia
6511,Outer Regional Australia
6512,Outer Regional Australia
6513,Outer Regional Australia
6513,Remote Australia
6514,Outer Regional Australia
6515,Remote Australia
6516,Outer Regional Australia
6517,Remote Australia
6518,Remote Australia
6519,Remote Australia
6521,Outer Regional Australia
6522,Outer Regional Australia
6525,Outer Regional Australia
6528,Outer Regional Australia
6530,Outer Regional Australia
6530,Very Remote Australia
6532,Outer Regional Australia
6532,Remote Australia
6532,Very Remote Australia
6535,Outer Regional Australia
6535,Remote Australia
6536,Remote Australia
6537,Very Remote Australia
6556,Inner Regional Australia
6558,Inner Regional Australia
6560,Inner Regional Australia
6562,Inner Regional Australia
6564,Inner Regional Australia
6566,Inner Regional Australia
6566,Outer Regional Australia
6567,Inner Regional Australia
6567,Outer Regional Australia
6568,Outer Regional Australia
6569,Outer Regional Australia
6571,Outer Regional Australia
6572,Outer Regional Australia
6574,Outer Regional Australia
6575,Outer Regional Australia
6603,Outer Regional Australia
6605,Remote Australia
6606,Remote Australia
6608,Remote Australia
6609,Remote Australia
6612,Remote Australia
6612,Very Remote Australia
6613,Remote Australia
6614,Remote Australia
6616,Remote Australia
6620,Remote Australia
6623,Remote Australia
6625,Remote Australia
6627,Remote Australia
6628,Remote Australia
6630,Remote Australia
6630,Very Remote Australia
6631,Remote Australia
6632,Remote Australia
6635,Very Remote Australia
6638,Very Remote Australia
6639,Very Remote Australia
6640,Very Remote Australia
6642,Very Remote Australia
6646,Very Remote Australia
6701,Very Remote Australia
6705,Very Remote Australia
6707,Very Remote Australia
6710,Very Remote Australia
6711,Very Remote Australia
6712,Very Remote Australia
6713,Remote Australia
6714,Remote Australia
6714,Very Remote Australia
6716,Very Remote Australia
6718,Remote Australia
6718,Very Remote Australia
6720,Remote Australia
6721,Remote Australia
6721,Very Remote Australia
6722,Remote Australia
6722,Very Remote Australia
6725,Remote Australia
6725,Very Remote Australia
6726,Remote Australia
6728,Very Remote Australia
6731,Very Remote Australia
6733,Very Remote Australia
6740,Very Remote Australia
6743,Very Remote Australia
6751,Very Remote Australia
6753,Very Remote Australia
6754,Very Remote Australia
6758,Very Remote Australia
6760,Very Remote Australia
6762,Very Remote Australia
6765,Very Remote Australia
6770,Very Remote Australia
6798,Very Remote Australia
6799,Very Remote Australia
7000,Inner Regional Australia
7001,Remote Australia
7004,Inner Regional Australia
7005,Inner Regional Australia
7007,Inner Regional Australia
7008,Inner Regional Australia
7009,Inner Regional Australia
7010,Inner Regional Australia
7011,Inner Regional Australia
7012,Inner Regional Australia
7015,Inner Regional Australia
7016,Inner Regional Australia
7017,Inner Regional Australia
7017,Outer Regional Australia
7018,Inner Regional Australia
7019,Inner Regional Australia
7020,Inner Regional Australia
7020,Outer Regional Australia
7021,Inner Regional Australia
7022,Outer Regional Australia
7023,Outer Regional Australia
7024,Inner Regional Australia
7025,Inner Regional Australia
7025,Outer Regional Australia
7026,Outer Regional Australia
7027,Outer Regional Australia
7030,Inner Regional Australia
7030,Outer Regional Australia
7030,Remote Australia
7050,Inner Regional Australia
7052,Inner Regional Australia
7053,Inner Regional Australia
7054,Inner Regional Australia
7055,Inner Regional Australia
7109,Inner Regional Australia
7109,Outer Regional Australia
7112,Outer Regional Australia
7113,Outer Regional Australia
7116,Outer Regional Australia
7117,Outer Regional Australia
7119,Outer Regional Australia
7120,Outer Regional Australia
7139,Remote Australia
7140,Inner Regional Australia
7140,Outer Regional Australia
7140,Remote Australia
7150,Inner Regional Australia
7150,Outer Regional Australia
7155,Inner Regional Australia
7155,Outer Regional Australia
7162,Outer Regional Australia
7163,Outer Regional Australia
7170,Inner Regional Australia
7171,Inner Regional Australia
7172,Inner Regional Australia
7172,Outer Regional Australia
7173,Inner Regional Australia
7173,Outer Regional Australia
7174,Outer Regional Australia
7175,Outer Regional Australia
7176,Outer Regional Australia
7177,Outer Regional Australia
7178,Outer Regional Australia
7179,Outer Regional Australia
7180,Outer Regional Australia
7182,Outer Regional Australia
7183,Outer Regional Australia
7184,Outer Regional Australia
7185,Outer Regional Australia
7186,Outer Regional Australia
7187,Outer Regional Australia
7190,Outer Regional Australia
7190,Remote Australia
7209,Outer Regional Australia
7210,Outer Regional Australia
7211,Outer Regional Australia
7212,Inner Regional Australia
7212,Outer Regional Australia
7213,Outer Regional Australia
7214,Outer Regional Australia
7215,Outer Regional Australia
7215,Remote Australia
7216,Outer Regional Australia
7248,Inner Regional Australia
7249,Inner Regional Australia
7250,Inner Regional Australia
7252,Inner Regional Australia
7252,Outer Regional Australia
7253,Outer Regional Australia
7254,Outer Regional Australia
7255,Very Remote Australia
7256,Very Remote Australia
7257,Very Remote Australia
7258,Inner Regional Australia
7258,Outer Regional Australia
7259,Outer Regional Australia
7260,Outer Regional Australia
7261,Outer Regional Australia
7262,Outer Regional Australia
7263,Outer Regional Australia
7264,Outer Regional Australia
7265,Outer Regional Australia
7267,Inner Regional Australia
7267,Outer Regional Australia
7268,Inner Regional Australia
7268,Outer Regional Australia
7270,Outer Regional Australia
7275,Inner Regional Australia
7275,Outer Regional Australia
7276,Outer Regional Australia
7277,Inner Regional Australia
7290,Inner Regional Australia
7291,Inner Regional Australia
7292,Inner Regional Australia
7292,Outer Regional Australia
7300,Inner Regional Australia
7300,Outer Regional Australia
7301,Inner Regional Australia
7301,Outer Regional Australia
7302,Outer Regional Australia
7303,Inner Regional Australia
7303,Outer Regional Australia
7304,Outer Regional Australia
7304,Remote Australia
7305,Outer Regional Australia
7306,Outer Regional Australia
7307,Inner Regional Australia
7307,Outer Regional Australia
7310,Inner Regional Australia
7310,Outer Regional Australia
7315,Outer Regional Australia
7316,Outer Regional Australia
7320,Outer Regional Australia
7321,Outer Regional Australia
7321,Remote Australia
7322,Outer Regional Australia
7325,Outer Regional Australia
7330,Outer Regional Australia
7330,Remote Australia
7331,Outer Regional Australia
7466,Remote Australia
7467,Remote Australia
7468,Remote Australia
7469,Outer Regional Australia
7469,Remote Australia
7470,Remote Australia
8005,Major Cities of Australia
